file_name,author
421829newsML.txt,AaronPressman
424074newsML.txt,AaronPressman
42764newsML.txt,TheresePoletti
43033newsML.txt,AaronPressman
433558newsML.txt,AaronPressman
436774newsML.txt,AaronPressman
439561newsML.txt,FumikoFujisaki
450383newsML.txt,AaronPressman
450788newsML.txt,AaronPressman
466275newsML.txt,AaronPressman
469448newsML.txt,AaronPressman
478157newsML.txt,DarrenSchuettler
479564newsML.txt,DarrenSchuettler
482034newsML.txt,AaronPressman
486982newsML.txt,FumikoFujisaki
491060newsML.txt,AaronPressman
491643newsML.txt,AaronPressman
492068newsML.txt,AaronPressman
492770newsML.txt,AaronPressman
493876newsML.txt,AaronPressman
493995newsML.txt,TheresePoletti
494466newsML.txt,AaronPressman
496933newsML.txt,AaronPressman
507230newsML.txt,AaronPressman
517526newsML.txt,AaronPressman
518507newsML.txt,SimonCowell
539259newsML.txt,AaronPressman
544012newsML.txt,AaronPressman
566383newsML.txt,AaronPressman
581517newsML.txt,AaronPressman
582759newsML.txt,AaronPressman
582927newsML.txt,AaronPressman
583229newsML.txt,AaronPressman
593702newsML.txt,AaronPressman
593715newsML.txt,AaronPressman
595361newsML.txt,AaronPressman
600865newsML.txt,AaronPressman
601962newsML.txt,AaronPressman
602451newsML.txt,AaronPressman
602453newsML.txt,AaronPressman
605443newsML.txt,AaronPressman
606238newsML.txt,AaronPressman
608287newsML.txt,AaronPressman
629404newsML.txt,AaronPressman
630942newsML.txt,AaronPressman
635785newsML.txt,AaronPressman
637021newsML.txt,AaronPressman
64508newsML.txt,AaronPressman
650163newsML.txt,BradDorfman
653225newsML.txt,AaronPressman
226494newsML.txt,AlanCrosby
236352newsML.txt,GrahamEarnshaw
236574newsML.txt,GrahamEarnshaw
238508newsML.txt,GrahamEarnshaw
243204newsML.txt,AlanCrosby
258151newsML.txt,JanLopatka
258421newsML.txt,JanLopatka
263795newsML.txt,AlanCrosby
266728newsML.txt,AlanCrosby
272695newsML.txt,KeithWeir
290616newsML.txt,JohnMastrini
292115newsML.txt,JohnMastrini
293241newsML.txt,AlanCrosby
295492newsML.txt,AlanCrosby
295770newsML.txt,AlanCrosby
302568newsML.txt,AlanCrosby
314352newsML.txt,JohnMastrini
315980newsML.txt,JohnMastrini
329867newsML.txt,AlanCrosby
329881newsML.txt,AlanCrosby
330057newsML.txt,AlanCrosby
332131newsML.txt,AlanCrosby
332767newsML.txt,AlanCrosby
334192newsML.txt,AlanCrosby
334448newsML.txt,AlanCrosby
334550newsML.txt,AlanCrosby
336998newsML.txt,JanLopatka
337258newsML.txt,JohnMastrini
339041newsML.txt,JanLopatka
350545newsML.txt,AlanCrosby
350775newsML.txt,JohnMastrini
356722newsML.txt,AlanCrosby
359894newsML.txt,AlanCrosby
361663newsML.txt,AlanCrosby
366272newsML.txt,AlanCrosby
366373newsML.txt,AlanCrosby
366381newsML.txt,AlanCrosby
366583newsML.txt,AlanCrosby
366688newsML.txt,AlanCrosby
367973newsML.txt,AlanCrosby
369180newsML.txt,AlanCrosby
375217newsML.txt,AlanCrosby
378036newsML.txt,AlanCrosby
381679newsML.txt,AlanCrosby
384397newsML.txt,AlanCrosby
397638newsML.txt,AlanCrosby
404037newsML.txt,AlanCrosby
406803newsML.txt,AlanCrosby
406812newsML.txt,AlanCrosby
406817newsML.txt,AlanCrosby
308119newsML.txt,GrahamEarnshaw
309625newsML.txt,AlexanderSmith
311279newsML.txt,GrahamEarnshaw
316030newsML.txt,AlexanderSmith
316079newsML.txt,AlexanderSmith
318165newsML.txt,AlexanderSmith
319897newsML.txt,AlexanderSmith
320958newsML.txt,AlexanderSmith
325793newsML.txt,AlexanderSmith
32951newsML.txt,AlexanderSmith
331658newsML.txt,AlexanderSmith
33699newsML.txt,AlexanderSmith
337048newsML.txt,SimonCowell
33725newsML.txt,AlexanderSmith
33726newsML.txt,AlexanderSmith
33979newsML.txt,AlexanderSmith
340179newsML.txt,FumikoFujisaki
346243newsML.txt,BenjaminKangLim
347927newsML.txt,JoWinterbottom
356530newsML.txt,AlexanderSmith
36069newsML.txt,AlexanderSmith
368880newsML.txt,JoeOrtiz
373284newsML.txt,RogerFillion
40036newsML.txt,AlexanderSmith
40042newsML.txt,AlexanderSmith
40797newsML.txt,AlexanderSmith
415565newsML.txt,AlexanderSmith
415623newsML.txt,SimonCowell
418692newsML.txt,SimonCowell
421576newsML.txt,AlexanderSmith
423409newsML.txt,SimonCowell
424504newsML.txt,JoWinterbottom
42561newsML.txt,AlexanderSmith
425714newsML.txt,AlexanderSmith
432627newsML.txt,KouroshKarimkhany
43310newsML.txt,DarrenSchuettler
435739newsML.txt,AlexanderSmith
437443newsML.txt,JoeOrtiz
438800newsML.txt,AlexanderSmith
440462newsML.txt,AlexanderSmith
440463newsML.txt,AlexanderSmith
440570newsML.txt,AlexanderSmith
442046newsML.txt,JoeOrtiz
