file_name,author
421829newsML.txt,AaronPressman
424074newsML.txt,AaronPressman
42764newsML.txt,AaronPressman
43033newsML.txt,AaronPressman
433558newsML.txt,AaronPressman
226494newsML.txt,AlanCrosby
236352newsML.txt,AlanCrosby
236574newsML.txt,AlanCrosby
238508newsML.txt,AlanCrosby
243204newsML.txt,AlanCrosby
308119newsML.txt,AlexanderSmith
309625newsML.txt,AlexanderSmith
311279newsML.txt,AlexanderSmith
316030newsML.txt,AlexanderSmith
316079newsML.txt,AlexanderSmith
246281newsML.txt,BenjaminKangLim
253738newsML.txt,BenjaminKangLim
256512newsML.txt,BenjaminKangLim
257480newsML.txt,BenjaminKangLim
257486newsML.txt,BenjaminKangLim
361843newsML.txt,BernardHickey
365715newsML.txt,BernardHickey
373908newsML.txt,BernardHickey
373918newsML.txt,BernardHickey
373923newsML.txt,BernardHickey
347151newsML.txt,BradDorfman
347621newsML.txt,BradDorfman
347827newsML.txt,BradDorfman
351218newsML.txt,BradDorfman
355224newsML.txt,BradDorfman
392045newsML.txt,DarrenSchuettler
394766newsML.txt,DarrenSchuettler
409728newsML.txt,DarrenSchuettler
426024newsML.txt,DarrenSchuettler
431621newsML.txt,DarrenSchuettler
183833newsML.txt,DavidLawder
18717newsML.txt,DavidLawder
193380newsML.txt,DavidLawder
194855newsML.txt,DavidLawder
195623newsML.txt,DavidLawder
232106newsML.txt,EdnaFernandes
232139newsML.txt,EdnaFernandes
232185newsML.txt,EdnaFernandes
232587newsML.txt,EdnaFernandes
237920newsML.txt,EdnaFernandes
314122newsML.txt,EricAuchard
316916newsML.txt,EricAuchard
320619newsML.txt,EricAuchard
323831newsML.txt,EricAuchard
326019newsML.txt,EricAuchard
409078newsML.txt,FumikoFujisaki
416452newsML.txt,FumikoFujisaki
424005newsML.txt,FumikoFujisaki
425242newsML.txt,FumikoFujisaki
426619newsML.txt,FumikoFujisaki
280506newsML.txt,GrahamEarnshaw
282033newsML.txt,GrahamEarnshaw
282596newsML.txt,GrahamEarnshaw
282943newsML.txt,GrahamEarnshaw
286622newsML.txt,GrahamEarnshaw
307647newsML.txt,HeatherScoffield
309320newsML.txt,HeatherScoffield
321033newsML.txt,HeatherScoffield
337165newsML.txt,HeatherScoffield
33960newsML.txt,HeatherScoffield
301684newsML.txt,JaneMacartney
301707newsML.txt,JaneMacartney
305714newsML.txt,JaneMacartney
307319newsML.txt,JaneMacartney
310150newsML.txt,JaneMacartney
308071newsML.txt,JanLopatka
308330newsML.txt,JanLopatka
31233newsML.txt,JanLopatka
31240newsML.txt,JanLopatka
31422newsML.txt,JanLopatka
217251newsML.txt,JimGilchrist
217288newsML.txt,JimGilchrist
220108newsML.txt,JimGilchrist
220114newsML.txt,JimGilchrist
221614newsML.txt,JimGilchrist
379335newsML.txt,JoeOrtiz
379346newsML.txt,JoeOrtiz
379899newsML.txt,JoeOrtiz
384184newsML.txt,JoeOrtiz
385449newsML.txt,JoeOrtiz
282855newsML.txt,JohnMastrini
282901newsML.txt,JohnMastrini
28628newsML.txt,JohnMastrini
29212newsML.txt,JohnMastrini
298942newsML.txt,JohnMastrini
340123newsML.txt,JonathanBirt
34018newsML.txt,JonathanBirt
343329newsML.txt,JonathanBirt
355006newsML.txt,JonathanBirt
355033newsML.txt,JonathanBirt
22418newsML.txt,JoWinterbottom
225498newsML.txt,JoWinterbottom
225506newsML.txt,JoWinterbottom
232077newsML.txt,JoWinterbottom
234890newsML.txt,JoWinterbottom
353898newsML.txt,KarlPenhaul
356919newsML.txt,KarlPenhaul
356975newsML.txt,KarlPenhaul
360131newsML.txt,KarlPenhaul
365244newsML.txt,KarlPenhaul
289105newsML.txt,KeithWeir
29059newsML.txt,KeithWeir
293079newsML.txt,KeithWeir
294805newsML.txt,KeithWeir
30089newsML.txt,KeithWeir
330570newsML.txt,KevinDrawbaugh
331542newsML.txt,KevinDrawbaugh
336783newsML.txt,KevinDrawbaugh
339838newsML.txt,KevinDrawbaugh
342913newsML.txt,KevinDrawbaugh
304260newsML.txt,KevinMorrison
304272newsML.txt,KevinMorrison
304275newsML.txt,KevinMorrison
31244newsML.txt,KevinMorrison
313525newsML.txt,KevinMorrison
434169newsML.txt,KirstinRidley
435736newsML.txt,KirstinRidley
440494newsML.txt,KirstinRidley
440555newsML.txt,KirstinRidley
441267newsML.txt,KirstinRidley
332794newsML.txt,KouroshKarimkhany
333636newsML.txt,KouroshKarimkhany
340931newsML.txt,KouroshKarimkhany
347274newsML.txt,KouroshKarimkhany
349979newsML.txt,KouroshKarimkhany
368984newsML.txt,LydiaZajc
368987newsML.txt,LydiaZajc
371837newsML.txt,LydiaZajc
371844newsML.txt,LydiaZajc
377881newsML.txt,LydiaZajc
29644newsML.txt,LynneO'Donnell
30150newsML.txt,LynneO'Donnell
30159newsML.txt,LynneO'Donnell
308675newsML.txt,LynneO'Donnell
